datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration
2025-10-21 09:21:00,828006.0,8340.0,8342.0,8338.0,8340.0,1018.0,510065.0,509987.0,KQ.m@DCE.y,60
2025-10-21 09:22:00,828007.0,8340.0,8340.0,8338.0,8338.0,503.0,509987.0,509905.0,KQ.m@DCE.y,60
2025-10-21 09:23:00,828008.0,8338.0,8344.0,8338.0,8340.0,859.0,509905.0,509924.0,KQ.m@DCE.y,60
2025-10-21 09:24:00,828009.0,8340.0,8344.0,8340.0,8342.0,491.0,509924.0,510082.0,KQ.m@DCE.y,60
2025-10-21 09:25:00,828010.0,8342.0,8344.0,8340.0,8342.0,251.0,510082.0,510158.0,KQ.m@DCE.y,60
2025-10-21 09:26:00,828011.0,8342.0,8344.0,8340.0,8340.0,623.0,510158.0,510302.0,KQ.m@DCE.y,60
2025-10-21 09:27:00,828012.0,8340.0,8342.0,8338.0,8340.0,408.0,510302.0,510390.0,KQ.m@DCE.y,60
2025-10-21 09:28:00,828013.0,8340.0,8342.0,8338.0,8338.0,428.0,510390.0,510309.0,KQ.m@DCE.y,60
2025-10-21 09:29:00,828014.0,8338.0,8340.0,8336.0,8336.0,490.0,510309.0,510338.0,KQ.m@DCE.y,60
2025-10-21 09:30:00,828015.0,8336.0,8340.0,8336.0,8340.0,422.0,510338.0,510456.0,KQ.m@DCE.y,60
2025-10-21 09:31:00,828016.0,8340.0,8340.0,8338.0,8340.0,314.0,510456.0,510514.0,KQ.m@DCE.y,60
2025-10-21 09:32:00,828017.0,8340.0,8340.0,8338.0,8338.0,230.0,510514.0,510577.0,KQ.m@DCE.y,60
2025-10-21 09:33:00,828018.0,8338.0,8340.0,8338.0,8338.0,587.0,510577.0,510578.0,KQ.m@DCE.y,60
2025-10-21 09:34:00,828019.0,8338.0,8340.0,8338.0,8340.0,654.0,510578.0,510863.0,KQ.m@DCE.y,60
2025-10-21 09:35:00,828020.0,8340.0,8340.0,8336.0,8338.0,281.0,510863.0,510846.0,KQ.m@DCE.y,60
2025-10-21 09:36:00,828021.0,8338.0,8338.0,8336.0,8336.0,416.0,510846.0,510731.0,KQ.m@DCE.y,60
2025-10-21 09:37:00,828022.0,8336.0,8340.0,8336.0,8340.0,263.0,510731.0,510809.0,KQ.m@DCE.y,60
2025-10-21 09:38:00,828023.0,8340.0,8340.0,8338.0,8338.0,189.0,510809.0,510805.0,KQ.m@DCE.y,60
2025-10-21 09:39:00,828024.0,8338.0,8340.0,8336.0,8338.0,173.0,510805.0,510756.0,KQ.m@DCE.y,60
2025-10-21 09:40:00,828025.0,8338.0,8338.0,8334.0,8334.0,695.0,510756.0,510723.0,KQ.m@DCE.y,60
2025-10-21 09:41:00,828026.0,8334.0,8336.0,8332.0,8334.0,236.0,510723.0,510692.0,KQ.m@DCE.y,60
2025-10-21 09:42:00,828027.0,8334.0,8334.0,8330.0,8332.0,713.0,510692.0,510784.0,KQ.m@DCE.y,60
2025-10-21 09:43:00,828028.0,8332.0,8332.0,8326.0,8326.0,1060.0,510784.0,510530.0,KQ.m@DCE.y,60
2025-10-21 09:44:00,828029.0,8326.0,8330.0,8326.0,8328.0,658.0,510530.0,510719.0,KQ.m@DCE.y,60
2025-10-21 09:45:00,828030.0,8328.0,8332.0,8328.0,8332.0,690.0,510719.0,510929.0,KQ.m@DCE.y,60
2025-10-21 09:46:00,828031.0,8332.0,8334.0,8330.0,8330.0,953.0,510929.0,511307.0,KQ.m@DCE.y,60
2025-10-21 09:47:00,828032.0,8330.0,8332.0,8330.0,8330.0,259.0,511307.0,511244.0,KQ.m@DCE.y,60
2025-10-21 09:48:00,828033.0,8330.0,8334.0,8330.0,8334.0,493.0,511244.0,511283.0,KQ.m@DCE.y,60
2025-10-21 09:49:00,828034.0,8334.0,8334.0,8332.0,8334.0,181.0,511283.0,511256.0,KQ.m@DCE.y,60
2025-10-21 09:50:00,828035.0,8334.0,8334.0,8332.0,8332.0,264.0,511256.0,511329.0,KQ.m@DCE.y,60
2025-10-21 09:51:00,828036.0,8332.0,8334.0,8332.0,8334.0,49.0,511329.0,511342.0,KQ.m@DCE.y,60
2025-10-21 09:52:00,828037.0,8334.0,8334.0,8332.0,8332.0,27.0,511342.0,511342.0,KQ.m@DCE.y,60
2025-10-21 09:53:00,828038.0,8332.0,8334.0,8332.0,8332.0,82.0,511342.0,511341.0,KQ.m@DCE.y,60
2025-10-21 09:54:00,828039.0,8332.0,8334.0,8332.0,8334.0,139.0,511341.0,511381.0,KQ.m@DCE.y,60
2025-10-21 09:55:00,828040.0,8334.0,8334.0,8328.0,8330.0,658.0,511381.0,511467.0,KQ.m@DCE.y,60
2025-10-21 09:56:00,828041.0,8330.0,8330.0,8326.0,8326.0,429.0,511467.0,511472.0,KQ.m@DCE.y,60
2025-10-21 09:57:00,828042.0,8326.0,8328.0,8324.0,8326.0,561.0,511472.0,511519.0,KQ.m@DCE.y,60
2025-10-21 09:58:00,828043.0,8326.0,8330.0,8324.0,8330.0,708.0,511519.0,511379.0,KQ.m@DCE.y,60
2025-10-21 09:59:00,828044.0,8330.0,8330.0,8328.0,8328.0,147.0,511379.0,511319.0,KQ.m@DCE.y,60
2025-10-21 10:00:00,828045.0,8328.0,8330.0,8326.0,8330.0,375.0,511319.0,511419.0,KQ.m@DCE.y,60
2025-10-21 10:01:00,828046.0,8330.0,8330.0,8326.0,8326.0,435.0,511419.0,511232.0,KQ.m@DCE.y,60
2025-10-21 10:02:00,828047.0,8326.0,8330.0,8324.0,8328.0,440.0,511232.0,511156.0,KQ.m@DCE.y,60
2025-10-21 10:03:00,828048.0,8328.0,8330.0,8326.0,8330.0,364.0,511156.0,511081.0,KQ.m@DCE.y,60
2025-10-21 10:04:00,828049.0,8330.0,8332.0,8328.0,8330.0,342.0,511081.0,511207.0,KQ.m@DCE.y,60
2025-10-21 10:05:00,828050.0,8330.0,8330.0,8324.0,8326.0,296.0,511207.0,511160.0,KQ.m@DCE.y,60
2025-10-21 10:06:00,828051.0,8326.0,8328.0,8324.0,8328.0,608.0,511160.0,511087.0,KQ.m@DCE.y,60
2025-10-21 10:07:00,828052.0,8328.0,8328.0,8326.0,8328.0,97.0,511087.0,511082.0,KQ.m@DCE.y,60
2025-10-21 10:08:00,828053.0,8328.0,8328.0,8324.0,8324.0,133.0,511082.0,511129.0,KQ.m@DCE.y,60
2025-10-21 10:09:00,828054.0,8324.0,8326.0,8324.0,8324.0,233.0,511129.0,511010.0,KQ.m@DCE.y,60
2025-10-21 10:10:00,828055.0,8324.0,8326.0,8322.0,8326.0,634.0,511010.0,510942.0,KQ.m@DCE.y,60
2025-10-21 10:11:00,828056.0,8326.0,8326.0,8322.0,8326.0,158.0,510942.0,510965.0,KQ.m@DCE.y,60
2025-10-21 10:12:00,828057.0,8326.0,8326.0,8322.0,8324.0,661.0,510965.0,511192.0,KQ.m@DCE.y,60
2025-10-21 10:13:00,828058.0,8324.0,8324.0,8318.0,8318.0,2309.0,511192.0,510529.0,KQ.m@DCE.y,60
2025-10-21 10:14:00,828059.0,8318.0,8326.0,8318.0,8324.0,799.0,510529.0,510617.0,KQ.m@DCE.y,60
2025-10-21 10:30:00,828060.0,8324.0,8330.0,8322.0,8328.0,962.0,510617.0,510395.0,KQ.m@DCE.y,60
2025-10-21 10:31:00,828061.0,8328.0,8332.0,8326.0,8332.0,1069.0,510395.0,510261.0,KQ.m@DCE.y,60
2025-10-21 10:32:00,828062.0,8332.0,8334.0,8330.0,8334.0,521.0,510261.0,510256.0,KQ.m@DCE.y,60
2025-10-21 10:33:00,828063.0,8334.0,8334.0,8330.0,8332.0,435.0,510256.0,510309.0,KQ.m@DCE.y,60
2025-10-21 10:34:00,828064.0,8332.0,8334.0,8330.0,8330.0,638.0,510309.0,510373.0,KQ.m@DCE.y,60
2025-10-21 10:35:00,828065.0,8330.0,8332.0,8328.0,8330.0,1138.0,510373.0,510334.0,KQ.m@DCE.y,60
2025-10-21 10:36:00,828066.0,8330.0,8334.0,8328.0,8328.0,782.0,510334.0,510424.0,KQ.m@DCE.y,60
2025-10-21 10:37:00,828067.0,8328.0,8332.0,8328.0,8332.0,282.0,510424.0,510493.0,KQ.m@DCE.y,60
2025-10-21 10:38:00,828068.0,8332.0,8336.0,8332.0,8336.0,600.0,510493.0,510549.0,KQ.m@DCE.y,60
2025-10-21 10:39:00,828069.0,8336.0,8340.0,8336.0,8338.0,1023.0,510549.0,510784.0,KQ.m@DCE.y,60
2025-10-21 10:40:00,828070.0,8338.0,8340.0,8334.0,8334.0,701.0,510784.0,510841.0,KQ.m@DCE.y,60
2025-10-21 10:41:00,828071.0,8334.0,8336.0,8332.0,8334.0,314.0,510841.0,510741.0,KQ.m@DCE.y,60
2025-10-21 10:42:00,828072.0,8334.0,8338.0,8334.0,8336.0,575.0,510741.0,510739.0,KQ.m@DCE.y,60
2025-10-21 10:43:00,828073.0,8336.0,8340.0,8336.0,8338.0,332.0,510739.0,510742.0,KQ.m@DCE.y,60
2025-10-21 10:44:00,828074.0,8338.0,8342.0,8338.0,8338.0,1726.0,510742.0,511209.0,KQ.m@DCE.y,60
2025-10-21 10:45:00,828075.0,8338.0,8340.0,8332.0,8334.0,2001.0,511209.0,510950.0,KQ.m@DCE.y,60
2025-10-21 10:46:00,828076.0,8334.0,8336.0,8334.0,8336.0,455.0,510950.0,511007.0,KQ.m@DCE.y,60
2025-10-21 10:47:00,828077.0,8336.0,8342.0,8334.0,8340.0,905.0,511007.0,511027.0,KQ.m@DCE.y,60
2025-10-21 10:48:00,828078.0,8340.0,8344.0,8334.0,8336.0,2997.0,511027.0,510727.0,KQ.m@DCE.y,60
2025-10-21 10:49:00,828079.0,8336.0,8344.0,8336.0,8344.0,1306.0,510727.0,510754.0,KQ.m@DCE.y,60
2025-10-21 10:50:00,828080.0,8344.0,8346.0,8342.0,8344.0,1320.0,510754.0,511074.0,KQ.m@DCE.y,60
2025-10-21 10:51:00,828081.0,8344.0,8346.0,8340.0,8340.0,1268.0,511074.0,511215.0,KQ.m@DCE.y,60
2025-10-21 10:52:00,828082.0,8340.0,8342.0,8338.0,8340.0,289.0,511215.0,511179.0,KQ.m@DCE.y,60
2025-10-21 10:53:00,828083.0,8340.0,8342.0,8338.0,8340.0,449.0,511179.0,511292.0,KQ.m@DCE.y,60
2025-10-21 10:54:00,828084.0,8340.0,8340.0,8338.0,8338.0,332.0,511292.0,511230.0,KQ.m@DCE.y,60
2025-10-21 10:55:00,828085.0,8338.0,8342.0,8336.0,8340.0,851.0,511230.0,511492.0,KQ.m@DCE.y,60
2025-10-21 10:56:00,828086.0,8340.0,8344.0,8340.0,8342.0,304.0,511492.0,511533.0,KQ.m@DCE.y,60
2025-10-21 10:57:00,828087.0,8342.0,8344.0,8342.0,8342.0,392.0,511533.0,511605.0,KQ.m@DCE.y,60
2025-10-21 10:58:00,828088.0,8342.0,8346.0,8340.0,8346.0,883.0,511605.0,511918.0,KQ.m@DCE.y,60
2025-10-21 10:59:00,828089.0,8346.0,8348.0,8344.0,8346.0,1428.0,511918.0,511765.0,KQ.m@DCE.y,60
2025-10-21 11:00:00,828090.0,8346.0,8348.0,8344.0,8346.0,733.0,511765.0,511769.0,KQ.m@DCE.y,60
2025-10-21 11:01:00,828091.0,8346.0,8348.0,8344.0,8346.0,1015.0,511769.0,511666.0,KQ.m@DCE.y,60
2025-10-21 11:02:00,828092.0,8346.0,8346.0,8342.0,8342.0,746.0,511666.0,511632.0,KQ.m@DCE.y,60
2025-10-21 11:03:00,828093.0,8342.0,8344.0,8342.0,8344.0,303.0,511632.0,511587.0,KQ.m@DCE.y,60
2025-10-21 11:04:00,828094.0,8344.0,8346.0,8342.0,8346.0,798.0,511587.0,511459.0,KQ.m@DCE.y,60
2025-10-21 11:05:00,828095.0,8346.0,8348.0,8344.0,8348.0,697.0,511459.0,511475.0,KQ.m@DCE.y,60
2025-10-21 11:06:00,828096.0,8348.0,8348.0,8344.0,8346.0,570.0,511475.0,511308.0,KQ.m@DCE.y,60
2025-10-21 11:07:00,828097.0,8346.0,8346.0,8344.0,8346.0,629.0,511308.0,511299.0,KQ.m@DCE.y,60
2025-10-21 11:08:00,828098.0,8346.0,8346.0,8342.0,8344.0,334.0,511299.0,511260.0,KQ.m@DCE.y,60
2025-10-21 11:09:00,828099.0,8344.0,8344.0,8340.0,8342.0,660.0,511260.0,511182.0,KQ.m@DCE.y,60
2025-10-21 11:10:00,828100.0,8342.0,8346.0,8342.0,8342.0,828.0,511182.0,511400.0,KQ.m@DCE.y,60
2025-10-21 11:11:00,828101.0,8342.0,8344.0,8342.0,8342.0,364.0,511400.0,511439.0,KQ.m@DCE.y,60
2025-10-21 11:12:00,828102.0,8342.0,8346.0,8342.0,8344.0,245.0,511439.0,511402.0,KQ.m@DCE.y,60
2025-10-21 11:13:00,828103.0,8344.0,8346.0,8342.0,8342.0,206.0,511402.0,511399.0,KQ.m@DCE.y,60
2025-10-21 11:14:00,828104.0,8342.0,8346.0,8342.0,8344.0,354.0,511399.0,511402.0,KQ.m@DCE.y,60
2025-10-21 11:15:00,828105.0,8344.0,8346.0,8342.0,8342.0,355.0,511402.0,511527.0,KQ.m@DCE.y,60
2025-10-21 11:16:00,828106.0,8342.0,8344.0,8340.0,8340.0,243.0,511527.0,511480.0,KQ.m@DCE.y,60
2025-10-21 11:17:00,828107.0,8340.0,8344.0,8340.0,8342.0,423.0,511480.0,511492.0,KQ.m@DCE.y,60
2025-10-21 11:18:00,828108.0,8342.0,8346.0,8342.0,8344.0,814.0,511492.0,511922.0,KQ.m@DCE.y,60
2025-10-21 11:19:00,828109.0,8344.0,8344.0,8338.0,8338.0,1680.0,511922.0,511352.0,KQ.m@DCE.y,60
2025-10-21 11:20:00,828110.0,8338.0,8340.0,8336.0,8338.0,1267.0,511352.0,511404.0,KQ.m@DCE.y,60
2025-10-21 11:21:00,828111.0,8338.0,8344.0,8338.0,8344.0,1007.0,511404.0,511512.0,KQ.m@DCE.y,60
2025-10-21 11:22:00,828112.0,8344.0,8346.0,8342.0,8342.0,448.0,511512.0,511649.0,KQ.m@DCE.y,60
2025-10-21 11:23:00,828113.0,8342.0,8346.0,8342.0,8344.0,266.0,511649.0,511796.0,KQ.m@DCE.y,60
2025-10-21 11:24:00,828114.0,8344.0,8344.0,8340.0,8340.0,725.0,511796.0,511911.0,KQ.m@DCE.y,60
2025-10-21 11:25:00,828115.0,8340.0,8344.0,8340.0,8342.0,217.0,511911.0,511876.0,KQ.m@DCE.y,60
2025-10-21 11:26:00,828116.0,8342.0,8346.0,8340.0,8340.0,629.0,511876.0,512033.0,KQ.m@DCE.y,60
2025-10-21 11:27:00,828117.0,8340.0,8342.0,8338.0,8338.0,320.0,512033.0,511972.0,KQ.m@DCE.y,60
2025-10-21 11:28:00,828118.0,8338.0,8342.0,8338.0,8340.0,339.0,511972.0,511918.0,KQ.m@DCE.y,60
2025-10-21 11:29:00,828119.0,8340.0,8344.0,8340.0,8342.0,1058.0,511918.0,511932.0,KQ.m@DCE.y,60
2025-10-21 13:30:00,828120.0,8340.0,8342.0,8334.0,8338.0,1809.0,511932.0,511867.0,KQ.m@DCE.y,60
2025-10-21 13:31:00,828121.0,8338.0,8340.0,8334.0,8336.0,1000.0,511867.0,511626.0,KQ.m@DCE.y,60
2025-10-21 13:32:00,828122.0,8336.0,8338.0,8336.0,8336.0,239.0,511626.0,511677.0,KQ.m@DCE.y,60
2025-10-21 13:33:00,828123.0,8336.0,8340.0,8336.0,8340.0,852.0,511677.0,511718.0,KQ.m@DCE.y,60
2025-10-21 13:34:00,828124.0,8340.0,8340.0,8338.0,8338.0,832.0,511718.0,511778.0,KQ.m@DCE.y,60
2025-10-21 13:35:00,828125.0,8338.0,8338.0,8336.0,8338.0,333.0,511778.0,511681.0,KQ.m@DCE.y,60
2025-10-21 13:36:00,828126.0,8338.0,8338.0,8336.0,8336.0,606.0,511681.0,511809.0,KQ.m@DCE.y,60
2025-10-21 13:37:00,828127.0,8336.0,8340.0,8336.0,8340.0,457.0,511809.0,511938.0,KQ.m@DCE.y,60
2025-10-21 13:38:00,828128.0,8340.0,8340.0,8338.0,8338.0,377.0,511938.0,511877.0,KQ.m@DCE.y,60
2025-10-21 13:39:00,828129.0,8338.0,8338.0,8336.0,8336.0,388.0,511877.0,511696.0,KQ.m@DCE.y,60
2025-10-21 13:40:00,828130.0,8336.0,8340.0,8336.0,8338.0,270.0,511696.0,511725.0,KQ.m@DCE.y,60
2025-10-21 13:41:00,828131.0,8338.0,8340.0,8338.0,8338.0,493.0,511725.0,511750.0,KQ.m@DCE.y,60
2025-10-21 13:42:00,828132.0,8338.0,8338.0,8334.0,8336.0,269.0,511750.0,511734.0,KQ.m@DCE.y,60
2025-10-21 13:43:00,828133.0,8336.0,8336.0,8332.0,8332.0,733.0,511734.0,511781.0,KQ.m@DCE.y,60
2025-10-21 13:44:00,828134.0,8332.0,8334.0,8328.0,8330.0,1065.0,511781.0,511570.0,KQ.m@DCE.y,60
2025-10-21 13:45:00,828135.0,8330.0,8332.0,8328.0,8330.0,778.0,511570.0,511559.0,KQ.m@DCE.y,60
2025-10-21 13:46:00,828136.0,8330.0,8332.0,8328.0,8330.0,522.0,511559.0,511549.0,KQ.m@DCE.y,60
2025-10-21 13:47:00,828137.0,8330.0,8330.0,8326.0,8328.0,778.0,511549.0,511522.0,KQ.m@DCE.y,60
2025-10-21 13:48:00,828138.0,8328.0,8328.0,8322.0,8326.0,1828.0,511522.0,511005.0,KQ.m@DCE.y,60
2025-10-21 13:49:00,828139.0,8326.0,8326.0,8322.0,8326.0,618.0,511005.0,510954.0,KQ.m@DCE.y,60
2025-10-21 13:50:00,828140.0,8326.0,8326.0,8322.0,8322.0,478.0,510954.0,510834.0,KQ.m@DCE.y,60
2025-10-21 13:51:00,828141.0,8322.0,8324.0,8320.0,8322.0,689.0,510834.0,510930.0,KQ.m@DCE.y,60
2025-10-21 13:52:00,828142.0,8322.0,8324.0,8320.0,8322.0,712.0,510930.0,510893.0,KQ.m@DCE.y,60
2025-10-21 13:53:00,828143.0,8322.0,8328.0,8322.0,8328.0,367.0,510893.0,510841.0,KQ.m@DCE.y,60
2025-10-21 13:54:00,828144.0,8328.0,8330.0,8326.0,8328.0,378.0,510841.0,510752.0,KQ.m@DCE.y,60
2025-10-21 13:55:00,828145.0,8328.0,8330.0,8326.0,8328.0,197.0,510752.0,510692.0,KQ.m@DCE.y,60
2025-10-21 13:56:00,828146.0,8328.0,8328.0,8324.0,8324.0,302.0,510692.0,510635.0,KQ.m@DCE.y,60
2025-10-21 13:57:00,828147.0,8324.0,8326.0,8324.0,8326.0,402.0,510635.0,510622.0,KQ.m@DCE.y,60
2025-10-21 13:58:00,828148.0,8326.0,8328.0,8324.0,8328.0,145.0,510622.0,510600.0,KQ.m@DCE.y,60
2025-10-21 13:59:00,828149.0,8328.0,8328.0,8324.0,8324.0,237.0,510600.0,510701.0,KQ.m@DCE.y,60
2025-10-21 14:00:00,828150.0,8324.0,8328.0,8324.0,8326.0,325.0,510701.0,510769.0,KQ.m@DCE.y,60
2025-10-21 14:01:00,828151.0,8326.0,8326.0,8322.0,8324.0,943.0,510769.0,510510.0,KQ.m@DCE.y,60
2025-10-21 14:02:00,828152.0,8324.0,8328.0,8324.0,8326.0,337.0,510510.0,510623.0,KQ.m@DCE.y,60
2025-10-21 14:03:00,828153.0,8326.0,8328.0,8326.0,8326.0,127.0,510623.0,510569.0,KQ.m@DCE.y,60
2025-10-21 14:04:00,828154.0,8326.0,8328.0,8326.0,8326.0,118.0,510569.0,510589.0,KQ.m@DCE.y,60
2025-10-21 14:05:00,828155.0,8326.0,8330.0,8326.0,8330.0,303.0,510589.0,510534.0,KQ.m@DCE.y,60
2025-10-21 14:06:00,828156.0,8330.0,8330.0,8326.0,8326.0,423.0,510534.0,510662.0,KQ.m@DCE.y,60
2025-10-21 14:07:00,828157.0,8326.0,8328.0,8326.0,8326.0,32.0,510662.0,510664.0,KQ.m@DCE.y,60
2025-10-21 14:08:00,828158.0,8326.0,8330.0,8326.0,8330.0,243.0,510664.0,510666.0,KQ.m@DCE.y,60
2025-10-21 14:09:00,828159.0,8330.0,8330.0,8326.0,8328.0,406.0,510666.0,510589.0,KQ.m@DCE.y,60
2025-10-21 14:10:00,828160.0,8328.0,8330.0,8328.0,8328.0,153.0,510589.0,510549.0,KQ.m@DCE.y,60
2025-10-21 14:11:00,828161.0,8328.0,8330.0,8324.0,8324.0,353.0,510549.0,510532.0,KQ.m@DCE.y,60
2025-10-21 14:12:00,828162.0,8324.0,8326.0,8324.0,8324.0,97.0,510532.0,510532.0,KQ.m@DCE.y,60
2025-10-21 14:13:00,828163.0,8324.0,8326.0,8322.0,8324.0,793.0,510532.0,510841.0,KQ.m@DCE.y,60
2025-10-21 14:14:00,828164.0,8324.0,8326.0,8322.0,8324.0,315.0,510841.0,510864.0,KQ.m@DCE.y,60
2025-10-21 14:15:00,828165.0,8324.0,8324.0,8322.0,8322.0,433.0,510864.0,511046.0,KQ.m@DCE.y,60
2025-10-21 14:16:00,828166.0,8322.0,8324.0,8322.0,8324.0,149.0,511046.0,511070.0,KQ.m@DCE.y,60
2025-10-21 14:17:00,828167.0,8324.0,8326.0,8322.0,8326.0,235.0,511070.0,511077.0,KQ.m@DCE.y,60
2025-10-21 14:18:00,828168.0,8326.0,8326.0,8320.0,8322.0,769.0,511077.0,510854.0,KQ.m@DCE.y,60
2025-10-21 14:19:00,828169.0,8322.0,8324.0,8322.0,8324.0,347.0,510854.0,510721.0,KQ.m@DCE.y,60
2025-10-21 14:20:00,828170.0,8324.0,8324.0,8322.0,8324.0,353.0,510721.0,510625.0,KQ.m@DCE.y,60
2025-10-21 14:21:00,828171.0,8324.0,8324.0,8322.0,8322.0,242.0,510625.0,510632.0,KQ.m@DCE.y,60
2025-10-21 14:22:00,828172.0,8322.0,8324.0,8320.0,8322.0,204.0,510632.0,510568.0,KQ.m@DCE.y,60
2025-10-21 14:23:00,828173.0,8322.0,8322.0,8320.0,8320.0,509.0,510568.0,510542.0,KQ.m@DCE.y,60
2025-10-21 14:24:00,828174.0,8320.0,8322.0,8320.0,8322.0,273.0,510542.0,510593.0,KQ.m@DCE.y,60
2025-10-21 14:25:00,828175.0,8322.0,8324.0,8320.0,8324.0,230.0,510593.0,510566.0,KQ.m@DCE.y,60
2025-10-21 14:26:00,828176.0,8324.0,8324.0,8320.0,8322.0,234.0,510566.0,510527.0,KQ.m@DCE.y,60
2025-10-21 14:27:00,828177.0,8322.0,8322.0,8320.0,8322.0,968.0,510527.0,510838.0,KQ.m@DCE.y,60
2025-10-21 14:28:00,828178.0,8322.0,8322.0,8320.0,8322.0,47.0,510838.0,510817.0,KQ.m@DCE.y,60
2025-10-21 14:29:00,828179.0,8322.0,8322.0,8320.0,8322.0,72.0,510817.0,510791.0,KQ.m@DCE.y,60
2025-10-21 14:30:00,828180.0,8322.0,8322.0,8316.0,8320.0,1018.0,510791.0,510798.0,KQ.m@DCE.y,60
2025-10-21 14:31:00,828181.0,8320.0,8320.0,8318.0,8318.0,241.0,510798.0,510776.0,KQ.m@DCE.y,60
2025-10-21 14:32:00,828182.0,8318.0,8320.0,8316.0,8318.0,367.0,510776.0,510811.0,KQ.m@DCE.y,60
2025-10-21 14:33:00,828183.0,8318.0,8320.0,8316.0,8316.0,966.0,510811.0,510521.0,KQ.m@DCE.y,60
2025-10-21 14:34:00,828184.0,8316.0,8318.0,8314.0,8314.0,628.0,510521.0,510329.0,KQ.m@DCE.y,60
2025-10-21 14:35:00,828185.0,8314.0,8316.0,8314.0,8314.0,290.0,510329.0,510282.0,KQ.m@DCE.y,60
2025-10-21 14:36:00,828186.0,8314.0,8316.0,8314.0,8314.0,415.0,510282.0,510184.0,KQ.m@DCE.y,60
2025-10-21 14:37:00,828187.0,8314.0,8318.0,8312.0,8314.0,1027.0,510184.0,510122.0,KQ.m@DCE.y,60
2025-10-21 14:38:00,828188.0,8314.0,8316.0,8312.0,8312.0,526.0,510122.0,509996.0,KQ.m@DCE.y,60
2025-10-21 14:39:00,828189.0,8312.0,8316.0,8312.0,8314.0,500.0,509996.0,509941.0,KQ.m@DCE.y,60
2025-10-21 14:40:00,828190.0,8314.0,8314.0,8312.0,8314.0,602.0,509941.0,510023.0,KQ.m@DCE.y,60
2025-10-21 14:41:00,828191.0,8314.0,8314.0,8308.0,8308.0,2307.0,510023.0,509961.0,KQ.m@DCE.y,60
2025-10-21 14:42:00,828192.0,8308.0,8310.0,8304.0,8306.0,1787.0,509961.0,509288.0,KQ.m@DCE.y,60
2025-10-21 14:43:00,828193.0,8306.0,8306.0,8302.0,8306.0,1532.0,509288.0,509106.0,KQ.m@DCE.y,60
2025-10-21 14:44:00,828194.0,8306.0,8310.0,8302.0,8304.0,2746.0,509106.0,509338.0,KQ.m@DCE.y,60
2025-10-21 14:45:00,828195.0,8304.0,8304.0,8300.0,8302.0,2068.0,509338.0,509119.0,KQ.m@DCE.y,60
2025-10-21 14:46:00,828196.0,8302.0,8306.0,8302.0,8306.0,1111.0,509119.0,509119.0,KQ.m@DCE.y,60
2025-10-21 14:47:00,828197.0,8306.0,8306.0,8302.0,8302.0,1218.0,509119.0,508948.0,KQ.m@DCE.y,60
2025-10-21 14:48:00,828198.0,8302.0,8306.0,8302.0,8302.0,850.0,508948.0,509073.0,KQ.m@DCE.y,60
2025-10-21 14:49:00,828199.0,8302.0,8304.0,8300.0,8300.0,971.0,509073.0,509155.0,KQ.m@DCE.y,60
